Car_ID,Brand,Model,Model_Ye,Kilometer,Fuel_Type,Transmiss,Owner_Ty,Engine_CC,Max_Pow,Mileage_k,Seats,Condition_Score,Accidents,Price_USD
ID_18344,DS,DS4,2020,135424,Diesel,Manual,First,1600,145,13.2,5,9,0,2073
ID_18345,Haval,H9,2011,184181,Electric,Automatic,First,1200,93,19.9,5,6,0,2000
ID_18346,Suzuki,S-Cross,2020,189763,Petrol,Manual,First,2000,155,12.7,5,1,0,2000
ID_18347,Foton,Tunland,2019,12765,Electric,Manual,First,1000,119,21.7,5,7,0,7594
ID_18348,Brilliance,V3,2020,180849,Diesel,Automatic,First,2000,163,13.6,5,5,1,2000
ID_18349,Polestar,Polestar 2,2023,132337,Petrol,Manual,First,1000,66,10.5,5,8,0,5105
ID_18350,BAIC,BJ40,2012,214177,Diesel,Manual,First,1200,117,21.5,5,10,0,2000
ID_18351,Ram,2500,2021,128872,Petrol,Manual,First,2000,146,16.5,5,10,0,10036
ID_18352,Polestar,Polestar 2,2019,93866,Hybrid,Automatic,First,1600,114,21.7,5,6,0,6026
ID_18353,Honda,Accord,2024,108780,Petrol,Manual,Second,1600,127,19.4,5,6,0,8329
ID_18354,FAW,Bestune T77,2013,179880,Diesel,Automatic,Third,1200,121,21.0,5,5,0,2000
ID_18355,Mazda,Mazda 2,2014,36020,Diesel,Manual,Third,1000,72,12.8,5,8,0,5300
ID_18356,Zotye,SR9,2015,68085,Hybrid,Automatic,First,1600,144,11.6,5,3,0,2000
ID_18357,Lucid,Air,2013,102245,Electric,Automatic,Third,1000,109,17.0,5,5,1,2000
ID_18358,Abarth,595,2015,182910,Electric,Manual,First,1000,115,16.7,5,1,0,2000
ID_18359,Haval,H2,2020,146178,Electric,Manual,Third,2000,166,18.5,5,4,1,2000
ID_18360,NIO,ES8,2022,105397,Hybrid,Automatic,First,1600,129,12.1,5,3,0,2463
ID_18361,Mazda,CX-3,2013,153485,Hybrid,Manual,First,1200,123,11.3,5,6,0,2000
ID_18362,MG,MG3,2020,16538,Electric,Manual,Second,2000,140,10.5,5,8,0,11150
ID_18363,BYD,Yuan Plus,2018,191682,Diesel,Manual,First,1000,91,19.5,5,5,0,2000
ID_18364,BYD,Yuan Plus,2015,4706,Petrol,Automatic,First,2000,157,18.6,5,8,0,7450
ID_18365,Mazda,CX-30,2012,189986,Electric,Automatic,Second,2000,163,17.3,5,4,1,2000
ID_18366,Honda,Fit,2013,155206,Electric,Manual,Second,1600,143,10.2,5,3,0,2000
ID_18367,Zotye,T600,2018,51161,Hybrid,Automatic,First,1600,108,18.9,5,10,0,6015
ID_18368,Saturn,Ion,2020,168859,Electric,Automatic,First,1000,119,17.3,5,4,1,2000
ID_18369,Rivian,R1S,2017,158045,Diesel,Manual,First,1600,124,19.3,5,9,0,2000
ID_18370,Mazda,Mazda 3,2021,165918,Electric,Manual,Fourth & Above,1000,103,16.9,5,4,0,2000
ID_18371,Mazda,CX-90,2013,26930,Petrol,Manual,Third,1600,160,19.9,5,1,0,2000
ID_18372,DS,DS4,2011,159481,Electric,Automatic,Second,1600,134,18.3,5,10,0,2000
ID_18373,NIO,ES6,2018,168021,Petrol,Manual,First,1000,78,17.5,5,8,0,2541
ID_18374,BMW,Serie 1,2012,166666,Petrol,Manual,First,2000,163,20.3,5,8,0,3565
ID_18375,BYD,Tang,2022,59394,Diesel,Automatic,Second,1600,144,16.1,5,10,0,15619
ID_18376,Volvo,C40,2013,105369,Hybrid,Automatic,Second,2500,216,11.8,5,10,1,7217
ID_18377,NIO,ES8,2010,45176,Petrol,Automatic,First,1200,130,15.5,5,2,0,2000
ID_18378,Great Wall,Wingle 5,2013,104212,Hybrid,Manual,First,1000,68,15.4,5,8,0,2017
ID_18379,Lincoln,Navigator,2016,83559,Hybrid,Manual,First,1600,162,12.4,5,6,0,6412
ID_18380,SsangYong,Tivoli,2024,48011,Petrol,Automatic,Third,1200,105,21.2,5,3,0,4723
ID_18381,Land Rover,Range Rover Evoque,2010,30076,Petrol,Manual,First,2500,198,16.5,5,7,0,5876
ID_18382,Lada,Vesta,2023,157078,Diesel,Automatic,Third,1000,90,10.4,5,5,0,4573
ID_18383,Cupra,Leon,2013,168116,Diesel,Manual,Second,1600,143,15.9,5,4,0,2000
ID_18384,Toyota,Venza,2015,215241,Diesel,Automatic,First,1000,109,11.1,5,2,0,2000
ID_18385,Brilliance,V5,2020,80409,Petrol,Automatic,First,1200,114,14.5,5,7,0,3571
ID_18386,MG,ZS,2011,108322,Hybrid,Automatic,Second,1200,123,12.0,5,3,0,2000
ID_18387,Nissan,X-Trail,2021,170186,Hybrid,Manual,First,1200,91,17.2,5,10,0,7609
ID_18388,Subaru,Ascent,2024,57763,Electric,Automatic,First,1000,91,19.6,5,8,1,5980
ID_18389,Mazda,Mazda 3,2013,124161,Hybrid,Automatic,First,1600,106,18.1,5,1,0,2000
ID_18390,Abarth,595,2017,139984,Electric,Manual,Second,1000,80,17.5,5,10,0,3468
ID_18391,Hummer,H2,2020,161293,Electric,Manual,Third,2000,138,13.8,5,5,0,2653
ID_18392,Porsche,718,2011,17089,Electric,Automatic,First,4000,327,14.4,5,7,0,7788
ID_18393,Polestar,Polestar 3,2010,146847,Petrol,Manual,Second,1000,88,21.7,5,1,0,2000
ID_18394,Mazda,CX-90,2019,43214,Hybrid,Manual,Second,1000,112,15.4,5,8,0,7863
ID_18395,Kia,Picanto,2011,43603,Diesel,Manual,First,1600,134,12.2,5,5,0,2000
ID_18396,Ford,Bronco,2020,121257,Hybrid,Automatic,First,1600,105,15.7,5,1,1,2000
ID_18397,Abarth,595,2010,38126,Electric,Automatic,First,2000,166,19.5,5,9,0,2387
ID_18398,Honda,Accord,2011,91486,Electric,Manual,First,2000,160,10.8,5,3,0,2000
ID_18399,Land Rover,Range Rover Sport,2015,65667,Diesel,Manual,Second,3000,217,10.9,2,9,0,13943
ID_18400,Audi,A8,2018,148865,Electric,Automatic,First,3000,229,19.0,5,1,0,2000
ID_18401,NIO,ES8,2010,139653,Petrol,Automatic,First,1600,148,11.2,5,9,0,2000
ID_18402,Polestar,Polestar 3,2012,32873,Electric,Automatic,First,1000,118,12.0,5,4,0,2000
ID_18403,Ford,Expedition,2013,194253,Diesel,Automatic,First,2000,189,16.3,5,9,0,2000
ID_18404,Seat,Ibiza,2015,167921,Electric,Automatic,Second,1600,114,20.0,5,10,0,2000
ID_18405,Audi,A8,2021,98480,Petrol,Automatic,First,1200,123,18.5,5,9,0,28565
ID_18406,Tesla,Model Y,2015,41474,Electric,Automatic,First,3000,254,16.9,5,5,0,6700
ID_18407,Mazda,Mazda 2,2018,9653,Hybrid,Manual,First,1200,109,11.4,5,4,0,3867
ID_18408,Honda,HR-V,2022,116331,Electric,Automatic,First,1000,73,17.8,5,8,0,5698
ID_18409,Seat,Leon,2011,128582,Electric,Automatic,First,1200,103,18.6,5,2,0,2000
ID_18410,Opel,Corsa,2015,48811,Petrol,Automatic,First,1000,100,11.0,5,7,0,3877
ID_18411,Opel,Corsa,2016,134904,Diesel,Automatic,First,1600,145,20.9,5,2,0,2000
ID_18412,DS,DS7,2017,59590,Hybrid,Automatic,Second,2000,133,15.1,5,6,0,4122
ID_18413,SsangYong,Korando,2013,8839,Hybrid,Manual,Fourth & Above,1600,116,20.8,5,8,0,4519
ID_18414,Lincoln,Nautilus,2021,48081,Electric,Manual,First,4000,311,13.6,7,10,0,23858
ID_18415,XPeng,G3,2023,116216,Diesel,Manual,Second,1600,116,19.9,5,10,1,7535
ID_18416,Lada,Vesta,2023,48347,Electric,Automatic,First,1000,67,20.2,5,2,0,2387
ID_18417,Toyota,RAV4,2021,211604,Diesel,Automatic,First,1600,135,19.1,5,8,0,2000
ID_18418,Subaru,Outback,2012,52030,Diesel,Manual,Second,1200,90,18.2,5,10,0,2029
ID_18419,Honda,Civic,2010,131115,Petrol,Manual,Second,1000,63,15.4,5,10,0,2000
ID_18420,BAIC,X25,2022,149300,Petrol,Automatic,First,1600,135,10.2,5,7,1,2000
ID_18421,SsangYong,Tivoli,2016,148244,Electric,Manual,First,2000,184,16.0,5,5,0,2000
ID_18422,Land Rover,Discovery,2015,144956,Diesel,Manual,First,1600,125,14.5,5,7,0,3792
ID_18423,Wuling,Hongguang Mini EV,2011,171701,Electric,Automatic,First,2000,181,14.0,5,4,1,2000
ID_18424,BAIC,X25,2012,139031,Hybrid,Automatic,Second,1600,148,13.2,5,6,0,2000
ID_18425,Geely,Okavango,2013,116431,Hybrid,Manual,First,1600,118,17.0,5,5,1,2000
ID_18426,Acura,NSX,2022,83382,Petrol,Manual,First,2500,203,17.7,5,7,0,17232
ID_18427,Chevrolet,Aveo,2020,49562,Diesel,Automatic,Third,1200,78,14.1,5,5,0,5055
ID_18428,Hyundai,Tucson,2011,186197,Petrol,Automatic,First,1200,92,20.2,5,5,0,2000
ID_18429,Dodge,Hornet,2016,769,Hybrid,Automatic,Second,1600,113,20.0,5,5,0,2990
ID_18430,Volkswagen,Polo,2016,179765,Hybrid,Automatic,Second,1600,149,18.3,5,6,0,2000
ID_18431,DS,DS3,2019,2020,Hybrid,Manual,First,1600,159,15.6,5,8,0,10190
ID_18432,Genesis,GV70,2018,109467,Diesel,Automatic,First,1200,74,20.9,5,4,0,8771
ID_18433,Mazda,CX-90,2010,41288,Diesel,Automatic,First,1600,127,15.6,5,4,0,2000
ID_18434,Ford,Focus,2010,112882,Hybrid,Automatic,Second,2000,159,17.7,5,4,0,2000
ID_18435,BAIC,BJ40,2024,109027,Hybrid,Automatic,First,1000,86,17.8,5,10,0,19579
ID_18436,Geely,Coolray,2020,130260,Electric,Automatic,First,1200,117,18.9,5,9,1,3775
ID_18437,Lucid,Air,2010,203728,Diesel,Automatic,First,2000,146,18.0,5,10,0,2000
ID_18438,Genesis,GV70,2010,63956,Diesel,Manual,First,3000,220,12.4,5,7,0,4595
ID_18439,Hummer,H3,2015,194036,Petrol,Automatic,First,1000,118,11.1,5,10,0,2000
ID_18440,Cadillac,XT4,2010,178021,Electric,Manual,Second,1200,76,17.7,5,8,0,2000
ID_18441,GMC,Acadia,2021,52776,Diesel,Automatic,Second,1200,92,11.1,5,10,1,6632
ID_18442,Geely,Coolray,2010,196464,Petrol,Manual,First,1000,60,16.2,5,2,1,2000
ID_18443,Tesla,Model Y,2022,13884,Electric,Automatic,Fourth & Above,4000,300,19.1,5,6,0,16475
ID_18444,NIO,ES6,2011,10557,Petrol,Manual,First,1200,107,14.8,5,10,0,4636
ID_18445,Vauxhall,Astra,2016,204184,Diesel,Automatic,Second,1200,95,12.2,5,10,0,2000
ID_18446,Volkswagen,Teramont,2024,53215,Electric,Manual,First,2000,168,15.9,5,8,0,16278
ID_18447,BAIC,X25,2017,177169,Diesel,Automatic,Second,1200,99,17.4,5,8,0,2000
ID_18448,Wuling,Hongguang Mini EV,2019,71202,Electric,Automatic,Fourth & Above,1000,100,18.7,5,5,0,5471
ID_18449,Seat,Arona,2011,14799,Electric,Automatic,First,1000,67,10.1,5,6,0,2047
ID_18450,Haval,H9,2020,110514,Petrol,Manual,First,1600,155,18.3,5,5,1,3504
ID_18451,Rivian,R1T,2014,53490,Diesel,Manual,First,2000,170,15.8,5,10,0,3999
ID_18452,Chevrolet,Spark,2016,20201,Petrol,Automatic,Fourth & Above,1200,83,12.3,5,9,0,4368
ID_18453,XPeng,G9,2010,135943,Diesel,Manual,Second,1200,100,19.9,5,3,1,2000
ID_18454,Peugeot,3008,2013,106162,Diesel,Manual,Second,1200,115,13.6,5,3,0,2000
ID_18455,Geely,Okavango,2012,17577,Petrol,Manual,Fourth & Above,1000,91,13.1,5,5,0,2435
ID_18456,Hyundai,Sonata,2011,101606,Petrol,Automatic,First,1000,112,18.7,5,10,0,2000
ID_18457,BMW,X6,2012,189136,Hybrid,Manual,First,3000,222,12.1,5,8,1,2000
ID_18458,Mitsubishi,Lancer,2019,154924,Hybrid,Manual,Second,1600,121,11.7,5,2,0,2000
ID_18459,XPeng,G3,2018,92810,Hybrid,Automatic,First,1600,111,10.2,5,5,0,2387
ID_18460,XPeng,G3,2022,60015,Electric,Manual,Second,1600,122,12.9,5,10,1,10395
ID_18461,Mercedes-Benz,Clase A,2019,12506,Petrol,Manual,First,1600,137,13.9,5,6,0,11800
ID_18462,Kia,Forte,2021,82767,Electric,Manual,Second,2000,138,19.9,5,8,0,9627
ID_18463,Genesis,G70,2013,150539,Electric,Manual,Third,1200,79,21.2,5,1,0,2000
ID_18464,Dongfeng,AX7,2021,122293,Diesel,Automatic,First,1600,109,10.6,5,7,0,3981
ID_18465,Subaru,Impreza,2022,78701,Petrol,Manual,First,1600,149,21.6,5,9,0,12516
ID_18466,Audi,Q2,2016,156535,Petrol,Automatic,Second,1600,152,17.9,5,8,1,6490
ID_18467,Cadillac,ATS,2020,163141,Diesel,Manual,First,4000,296,11.1,2,4,0,5039
ID_18468,Hyundai,IONIQ 5,2017,33392,Petrol,Manual,First,2000,173,11.2,5,9,0,7285
ID_18469,Hummer,H3,2017,217514,Hybrid,Automatic,Third,1600,111,19.7,5,10,1,2000
ID_18470,Hummer,H1,2011,125146,Electric,Automatic,First,1600,107,18.7,5,9,0,2000
ID_18471,Lucid,Air,2021,211448,Petrol,Automatic,Third,1600,149,11.3,5,1,0,2000
ID_18472,Ford,Bronco,2023,121259,Electric,Manual,Second,2000,143,12.4,5,2,1,2000
ID_18473,Lucid,Air,2021,203264,Petrol,Automatic,First,1000,104,16.6,5,10,0,2000
ID_18474,Suzuki,Jimny,2010,190280,Hybrid,Manual,Second,1600,110,16.7,5,6,0,2000
ID_18475,Lucid,Air,2020,129416,Electric,Manual,First,1000,95,15.2,5,3,0,2000
ID_18476,Mazda,CX-5,2021,154538,Hybrid,Automatic,Second,1200,80,20.6,5,9,0,6968
ID_18477,NIO,ET5,2019,80181,Petrol,Manual,Second,2000,180,11.6,5,3,0,2913
ID_18478,Subaru,Outback,2020,182931,Diesel,Manual,Second,1600,151,18.0,5,7,0,2998
ID_18479,Foton,Tunland,2022,121972,Electric,Automatic,First,1600,131,21.2,5,1,0,2000
ID_18480,FAW,Bestune T77,2012,153516,Petrol,Manual,First,1600,114,19.3,5,9,0,2000
ID_18481,SsangYong,Tivoli,2020,75382,Electric,Automatic,First,1000,118,14.4,5,6,0,4289
ID_18482,DS,DS3,2017,107055,Electric,Manual,First,2000,155,11.5,5,4,0,2000
ID_18483,Lada,Granta,2016,117405,Diesel,Manual,First,1000,108,13.2,5,5,0,2000
ID_18484,Kia,Sorento,2015,107943,Diesel,Manual,Second,1600,130,16.9,5,10,0,3316
ID_18485,Dongfeng,T5,2020,19948,Diesel,Manual,First,1000,66,19.4,5,10,0,14091
ID_18486,BAIC,X35,2011,183483,Electric,Automatic,Second,1600,149,21.9,5,9,0,2000
ID_18487,Audi,A6,2012,204327,Electric,Automatic,First,1600,135,19.4,5,4,0,2000
ID_18488,Subaru,Forester,2022,167174,Diesel,Manual,Fourth & Above,1000,77,21.9,5,2,0,2372
ID_18489,Volvo,XC60,2023,34921,Petrol,Automatic,First,2000,159,10.0,5,5,0,23212
ID_18490,Changan,UNI-K,2012,143205,Electric,Automatic,Third,1000,83,21.0,5,10,0,2000
ID_18491,Toyota,RAV4,2011,182390,Petrol,Manual,First,1600,153,14.3,5,9,0,2000
ID_18492,Saturn,Ion,2013,164077,Petrol,Automatic,First,1600,150,13.6,5,10,0,2000
ID_18493,Infiniti,QX50,2024,198134,Diesel,Manual,First,4000,276,14.2,7,5,0,19040
ID_18494,Jeep,Wrangler,2010,111274,Electric,Manual,First,2500,184,17.2,5,7,0,2000
ID_18495,Volkswagen,Passat,2016,125268,Petrol,Automatic,First,1600,162,12.3,5,9,0,4070
ID_18496,Skoda,Kodiaq,2022,127877,Electric,Automatic,Second,1000,74,19.7,5,4,0,2054
ID_18497,Nissan,370Z,2015,147934,Diesel,Automatic,First,1600,143,12.0,5,2,1,2000
ID_18498,Honda,Ridgeline,2023,108488,Hybrid,Automatic,Second,2000,151,15.3,5,1,0,2000
ID_18499,Mitsubishi,Lancer,2014,202313,Electric,Manual,First,1000,80,19.2,5,5,1,2000
ID_18500,MG,Marvel R,2021,7609,Diesel,Automatic,First,1000,75,12.3,5,7,0,10675
ID_18501,FAW,Vita,2014,68518,Petrol,Automatic,First,2000,132,19.0,5,4,0,2000
ID_18502,Saturn,Vue,2010,49709,Electric,Automatic,First,2000,147,19.0,5,3,0,2000
ID_18503,GMC,Yukon,2024,181845,Petrol,Automatic,Second,2000,134,13.9,5,9,0,12514
ID_18504,Cupra,Tavascan,2015,47607,Petrol,Automatic,Second,1200,126,14.0,5,3,0,2000
ID_18505,Land Rover,Range Rover Sport,2020,134402,Electric,Automatic,First,1600,114,21.2,5,1,1,2000
ID_18506,Ora,Black Cat,2024,98505,Diesel,Automatic,First,1600,127,11.0,5,10,0,14715
ID_18507,Ram,ProMaster,2011,208699,Diesel,Manual,Second,2000,170,20.7,5,4,0,2000
ID_18508,Lada,Niva,2010,72261,Electric,Manual,Third,2000,184,16.8,5,10,0,2000
ID_18509,Skoda,Fabia,2010,125793,Electric,Automatic,First,1600,135,18.2,5,1,0,2000
ID_18510,JAC,T6,2021,110095,Hybrid,Manual,Second,1200,120,14.7,5,4,0,4314
ID_18511,NIO,ET5,2013,188067,Petrol,Manual,First,1000,105,10.1,5,9,0,2000
ID_18512,Rivian,R1T,2012,137173,Hybrid,Manual,First,1600,123,20.3,5,10,0,2000
ID_18513,Geely,Coolray,2018,25537,Diesel,Manual,Second,1200,84,11.2,5,2,0,2000
ID_18514,Vauxhall,Corsa,2019,68761,Diesel,Automatic,Second,1600,159,15.7,5,3,1,2000
ID_18515,Vauxhall,Corsa,2019,185762,Hybrid,Automatic,First,1000,118,16.2,5,5,0,2000
ID_18516,Abarth,695,2016,116306,Petrol,Manual,First,1000,72,13.4,5,2,0,2000
ID_18517,BAIC,BJ40,2017,152360,Hybrid,Automatic,Fourth & Above,1600,138,19.4,5,7,0,2000
ID_18518,Ram,ProMaster,2012,52729,Electric,Manual,Second,2000,154,14.7,5,5,0,2000
ID_18519,Honda,Ridgeline,2020,96639,Hybrid,Automatic,Second,1600,160,21.1,5,7,0,6093
ID_18520,Dongfeng,S30,2012,212369,Hybrid,Automatic,First,2000,174,14.1,5,8,1,2000
ID_18521,Nissan,Sentra,2019,51916,Hybrid,Automatic,First,2000,181,15.4,5,2,0,2250
ID_18522,Dongfeng,T5,2012,44337,Electric,Manual,First,1600,120,14.3,5,4,0,2000
ID_18523,BYD,Han,2010,102504,Diesel,Manual,Second,1000,78,12.4,5,9,0,2000
ID_18524,Skoda,Kamiq,2022,73276,Electric,Automatic,First,1000,66,19.0,5,10,0,12848
ID_18525,Abarth,595,2012,161170,Diesel,Manual,Fourth & Above,2000,171,19.6,5,8,0,2000
ID_18526,Vauxhall,Insignia,2018,102172,Hybrid,Manual,First,1600,119,17.7,5,3,0,2461
ID_18527,Volvo,XC90,2022,178748,Petrol,Manual,First,2000,140,13.2,5,7,0,18632
ID_18528,Abarth,695,2013,12710,Hybrid,Automatic,Fourth & Above,1000,78,15.9,5,10,0,3619
ID_18529,Haval,H9,2021,13383,Electric,Automatic,First,1200,125,13.1,5,6,0,7457
ID_18530,Honda,Odyssey,2015,91919,Electric,Automatic,First,1600,135,20.3,5,8,1,2748
ID_18531,Hyundai,Santa Fe,2023,111842,Petrol,Manual,Fourth & Above,1600,143,21.9,5,2,0,2674
ID_18532,Nissan,Altima,2020,76028,Petrol,Automatic,Third,1200,123,11.7,5,3,1,2000
ID_18533,SsangYong,Tivoli,2013,29720,Electric,Automatic,First,1000,79,14.8,5,8,0,4492
ID_18534,Subaru,Outback,2017,218790,Diesel,Automatic,First,2000,158,10.6,5,5,1,2000
ID_18535,Saturn,Vue,2015,98936,Diesel,Manual,First,1200,75,17.3,5,5,1,2000
ID_18536,GMC,Yukon,2015,34817,Petrol,Manual,Third,1200,105,11.3,5,8,0,3046
ID_18537,Rivian,R1S,2017,11627,Petrol,Automatic,First,1600,158,18.2,5,7,0,6465
ID_18538,Alfa Romeo,4C,2012,75890,Electric,Automatic,First,1600,134,12.5,5,4,1,2000
ID_18539,Seat,Leon,2015,127032,Diesel,Manual,First,2000,179,12.2,5,7,0,2000
ID_18540,Ford,Maverick,2014,145720,Diesel,Automatic,First,1600,109,18.9,5,7,0,2000
ID_18541,Volkswagen,Amarok,2014,213969,Diesel,Manual,First,1600,114,21.6,5,6,0,2000
ID_18542,Ora,Black Cat,2021,32819,Petrol,Manual,First,2000,146,19.7,5,8,0,12525
ID_18543,Infiniti,QX50,2015,156361,Diesel,Automatic,First,2000,157,19.0,5,1,0,2000
ID_18544,Cupra,Tavascan,2023,45488,Electric,Automatic,Second,1600,113,18.2,5,4,0,4633
ID_18545,Subaru,XV,2012,144717,Hybrid,Automatic,First,2000,158,11.3,5,7,0,2000
ID_18546,Porsche,911,2022,112782,Electric,Automatic,First,2000,166,20.9,5,1,0,3071
ID_18547,Renault,Captur,2015,152634,Petrol,Manual,Second,1000,91,13.7,5,3,0,2000
ID_18548,Brilliance,V5,2015,2267,Hybrid,Automatic,Second,1000,93,10.2,5,4,1,2294
ID_18549,Lada,Niva,2012,163889,Diesel,Manual,Second,1600,155,16.3,5,3,0,2000
ID_18550,Peugeot,408,2023,122271,Diesel,Manual,First,1000,103,10.2,5,2,0,2000
ID_18551,Changan,UNI-K,2010,136909,Hybrid,Manual,First,2000,141,18.6,5,10,0,2000
ID_18552,Saturn,Sky,2023,217846,Electric,Manual,First,1600,155,16.6,5,1,0,2000
ID_18553,Kia,Carnival,2014,129385,Hybrid,Automatic,First,1600,120,11.5,5,3,0,2000
ID_18554,Mazda,CX-90,2016,145204,Electric,Manual,First,1600,125,11.7,5,7,1,2000
ID_18555,Honda,Fit,2014,160270,Petrol,Automatic,Fourth & Above,1600,133,12.4,5,1,0,2000
ID_18556,BAIC,X35,2013,133818,Electric,Manual,Fourth & Above,1200,83,16.4,5,3,0,2000
ID_18557,Polestar,Polestar 3,2017,117684,Diesel,Manual,First,1600,115,19.8,5,4,0,2000
ID_18558,BAIC,X25,2021,172443,Electric,Automatic,Third,1200,93,16.2,5,5,0,2219
ID_18559,Suzuki,S-Cross,2012,71729,Hybrid,Automatic,First,1200,108,12.8,5,5,0,2000
ID_18560,Chevrolet,Suburban,2018,112808,Petrol,Manual,First,2000,186,10.2,5,3,1,2000
ID_18561,BYD,Tang,2022,178235,Diesel,Manual,First,1200,133,20.6,5,7,0,5214
ID_18562,Jeep,Gladiator,2021,176197,Petrol,Manual,Second,3000,260,18.0,7,3,0,5499
ID_18563,Mitsubishi,Outlander,2020,180984,Diesel,Automatic,First,2000,173,17.4,5,10,0,5419
ID_18564,BYD,Yuan Plus,2021,67165,Hybrid,Automatic,First,1200,114,15.7,5,4,0,5585
ID_18565,NIO,ES6,2019,167174,Hybrid,Automatic,Fourth & Above,1000,84,11.0,5,9,0,2144
ID_18566,Lucid,Air,2021,6270,Electric,Automatic,Fourth & Above,1600,108,10.8,5,2,0,3414
ID_18567,Lincoln,MKZ,2017,54182,Diesel,Automatic,First,2000,170,10.4,5,4,0,6046
ID_18568,Saturn,Sky,2022,126893,Electric,Manual,Second,1200,123,11.7,5,7,0,4558
ID_18569,DS,DS7,2024,152941,Electric,Automatic,First,1600,133,15.6,5,4,0,3159
ID_18570,Infiniti,QX50,2015,198094,Hybrid,Manual,First,2000,167,19.3,5,2,0,2000
ID_18571,Wuling,Hongguang Mini EV,2014,170270,Petrol,Automatic,Third,1600,120,11.7,5,6,0,2000
ID_18572,FAW,Bestune T77,2011,201934,Electric,Automatic,Fourth & Above,1600,145,11.6,5,7,0,2000
ID_18573,Volvo,S60,2011,35786,Petrol,Manual,First,1600,154,11.1,5,5,0,3441
ID_18574,Tesla,Model 3,2013,119999,Electric,Manual,Third,2000,176,16.6,5,1,0,2000
ID_18575,Polestar,Polestar 2,2024,175732,Electric,Automatic,First,1200,105,21.8,5,10,0,9136
ID_18576,Hyundai,Creta,2018,177099,Electric,Automatic,Fourth & Above,1000,102,17.3,5,6,0,2000
ID_18577,Lucid,Air,2013,17341,Electric,Manual,Second,1600,119,10.5,5,8,1,2078
ID_18578,Lincoln,Corsair,2024,40846,Electric,Automatic,Third,4000,330,12.0,2,9,1,29082
ID_18579,BMW,X3,2012,133073,Petrol,Manual,Second,3000,211,11.9,7,2,0,2000
ID_18580,XPeng,G9,2022,153290,Petrol,Manual,First,1600,112,15.6,5,1,0,2000
ID_18581,Dongfeng,AX7,2022,185676,Petrol,Automatic,Third,2000,176,19.5,5,6,0,2000
ID_18582,Infiniti,Q60,2017,82080,Electric,Manual,Second,2500,185,11.3,5,2,0,3950
ID_18583,Tesla,Model Y,2022,187074,Petrol,Manual,First,1600,143,13.4,5,1,0,2860
ID_18584,Jeep,Wagoneer,2015,101093,Electric,Manual,Fourth & Above,1600,116,18.7,5,8,0,12491
ID_18585,Genesis,GV70,2015,108472,Hybrid,Manual,Third,1200,75,15.5,5,4,1,3946
ID_18586,Skoda,Octavia,2011,157023,Hybrid,Automatic,First,1000,116,14.1,5,8,0,2000
ID_18587,Volvo,S60,2014,196440,Diesel,Automatic,First,1200,132,18.5,5,4,0,2000
ID_18588,Peugeot,308,2020,204410,Diesel,Automatic,Third,1600,142,19.0,5,9,1,3491
ID_18589,Chevrolet,Spark,2011,63806,Petrol,Manual,First,2000,134,13.3,5,3,0,2000
ID_18590,SsangYong,Tivoli,2017,19141,Diesel,Automatic,First,1200,129,11.4,5,3,0,3260
ID_18591,Seat,Leon,2017,39579,Diesel,Automatic,First,2000,144,19.0,5,9,0,5175
ID_18592,Wuling,Hongguang Mini EV,2021,13998,Electric,Manual,First,2000,167,20.0,5,3,0,3392
ID_18593,Wuling,Hongguang Mini EV,2010,193197,Diesel,Manual,First,1600,109,13.5,5,4,0,2000
ID_18594,Brilliance,V3,2013,147946,Diesel,Automatic,First,1200,83,18.6,5,8,0,2000
ID_18595,Land Rover,Range Rover Evoque,2010,197186,Electric,Automatic,Second,2000,133,21.6,5,5,0,2000
ID_18596,Chevrolet,Silverado,2019,198981,Diesel,Manual,Second,1600,132,13.2,5,4,0,2000
ID_18597,Cupra,Born,2012,194234,Diesel,Automatic,Second,1600,111,18.5,5,4,0,2000
ID_18598,DS,DS4,2022,93115,Diesel,Manual,First,1000,99,17.1,5,10,0,12195
ID_18599,Lada,Niva,2014,80377,Petrol,Automatic,First,1600,114,19.9,5,5,0,2000
ID_18600,Honda,Civic,2016,16490,Diesel,Automatic,First,1200,115,16.7,5,1,0,2000
ID_18601,Chevrolet,Blazer,2019,121434,Diesel,Automatic,First,1600,152,14.2,5,10,0,3704
ID_18602,Cadillac,ATS,2015,127686,Hybrid,Manual,First,4000,274,16.6,7,7,0,9178
ID_18603,Chevrolet,Spark,2015,172378,Electric,Manual,Fourth & Above,1200,111,15.5,5,3,0,2000
ID_18604,Ford,Mustang,2019,16065,Electric,Automatic,Third,1200,94,18.5,5,8,1,5397
ID_18605,Opel,Astra,2024,31062,Petrol,Manual,First,1200,88,20.5,5,2,0,2582
ID_18606,GMC,Yukon,2017,103201,Diesel,Automatic,Second,1600,144,21.0,5,10,0,2000
ID_18607,Foton,Tunland,2024,166577,Diesel,Manual,First,1600,125,13.4,5,10,0,10610
ID_18608,Rivian,R1T,2022,95350,Hybrid,Manual,First,1600,144,15.9,5,2,0,2000
ID_18609,SsangYong,Tivoli,2013,7085,Diesel,Automatic,First,1600,150,11.3,5,6,0,2428
ID_18610,Seat,Ateca,2019,7836,Diesel,Automatic,First,1000,89,15.2,5,1,1,2000
ID_18611,Wuling,Almaz,2010,73639,Diesel,Manual,First,1000,71,13.0,5,2,0,2000
